,20200214,20200213,20200212,20200211,20200210,20200209,20200208,20200207,20200206,20200205,20200204,20200203,20200202,20200201,20200131,20200130,20200129,20200128,20200127,20200126,20200125,20200124,20200123,20200122,20200121,20200120,20200119,20200118,20200117,20200116,20200115,20200114,20200113,20200112,case
昭通市,6,5,0,2,0,0,2,0,0,0,1,1,2,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
开封市,0,0,0,0,1,0,3,1,2,1,5,1,0,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
巴中市,0,2,0,0,0,1,0,1,1,4,3,0,4,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
安康市,1,1,0,0,0,1,0,0,0,2,2,0,1,3,3,0,2,1,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,24
枣庄市,1,0,0,0,2,0,2,0,2,0,1,1,1,3,2,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
柳州市,2,0,0,0,0,2,0,0,0,3,2,1,2,0,1,1,4,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,24
淮南,0,0,-1,0,1,1,1,7,2,0,4,1,1,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
毕节市,0,1,0,1,0,0,0,8,0,2,3,4,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
乌鲁木齐市,0,2,1,0,0,0,1,1,3,3,0,2,2,0,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,23
江门市,0,0,1,1,1,2,3,3,2,2,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
绵阳市,0,0,0,1,0,1,0,1,1,1,0,0,3,2,1,2,1,0,1,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,22
邢台市,0,1,0,0,0,0,0,2,0,3,0,2,4,0,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
河池市,1,0,0,0,0,2,4,4,0,2,1,2,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,22
内江市,1,0,1,2,1,0,0,0,1,1,0,3,1,1,4,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22
湛江市,0,1,0,0,0,0,1,1,0,1,3,1,0,1,2,2,2,2,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,22
扬州市,1,0,2,0,0,0,1,0,2,0,0,1,1,0,5,0,0,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21
汉中市,0,0,0,0,0,0,0,0,1,1,3,1,0,4,5,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
衢州市,0,0,0,0,6,0,0,0,0,0,0,1,1,0,1,2,2,3,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,21
吉安市,0,0,-1,2,1,1,0,1,1,0,0,2,1,1,3,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20
漳州市,1,0,0,2,1,0,0,0,0,1,2,0,1,1,3,1,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,20
南平市,0,0,1,0,1,2,2,2,0,0,1,0,3,0,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
大庆市,1,3,0,1,1,0,0,0,0,2,0,0,3,0,1,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,19
泸州市,0,0,0,1,1,1,3,0,1,2,1,2,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19
太原市,1,0,0,0,1,2,3,1,2,0,3,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19
运城市,0,0,0,0,1,0,1,0,0,0,1,3,3,0,2,1,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19
鹤壁市,0,0,0,1,1,0,4,2,1,0,0,2,0,2,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
鹰潭市,0,0,0,4,2,1,0,1,1,0,1,0,0,4,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
大连市,1,1,0,0,0,0,2,0,0,1,1,0,2,2,1,2,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,18
台湾,0,0,0,0,0,1,1,0,5,0,1,0,0,0,1,1,0,3,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,18
菏泽市,0,0,0,1,1,2,0,1,1,0,2,1,1,0,1,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
池州,0,1,0,1,0,3,1,0,0,0,1,4,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17
肇庆市,0,1,0,1,1,0,0,0,1,2,1,3,0,1,0,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,17
咸阳市,0,0,0,0,0,1,0,1,0,0,4,2,0,3,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,17
德阳市,0,0,1,0,0,0,3,1,0,0,0,2,0,3,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17
丽水市,0,0,0,0,0,0,0,1,0,0,0,0,2,6,1,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17
