city_code,city,name,reduction,prot_interval_50,prot_interval_100,reduction_interval
650400,吐鲁番市,Tulufan,-2.148150744,"-2.15(-3.15, -0.8)","-2.15(-3.27, -0.79)","-2(-3, -1)"
220700,松原市,Songyuan,-2.316696355,"-2.32(-3.3, -1.05)","-2.32(-3.4, -1.01)","-2(-3, -1)"
469030,琼中黎族苗族自治县,Qiongzhong,-2.121783603,"-2.12(-3.13, -0.76)","-2.12(-3.25, -0.75)","-2(-3, -1)"
620300,金昌市,Jinchang,-2.199692024,"-2.2(-3.19, -0.88)","-2.2(-3.31, -0.86)","-2(-3, -1)"
652900,阿克苏地区,Aksu,-2.244627594,"-2.24(-3.23, -0.93)","-2.24(-3.34, -0.92)","-2(-3, -1)"
210800,营口市,Yingkou,-2.264675303,"-2.26(-3.25, -0.97)","-2.26(-3.36, -0.94)","-2(-3, -1)"
540100,拉萨市,Lasa,-2.310762001,"-2.31(-3.3, -1.04)","-2.31(-3.4, -1.01)","-2(-3, -1)"
513200,阿坝藏族羌族自治州,Aba,-2.116157557,"-2.12(-3.12, -0.76)","-2.12(-3.24, -0.74)","-2(-3, -1)"
220100,长春市,Changchun,-2.77281619,"-1.39(-1.81, -1.02)","-1.39(-1.88, -0.98)","-3(-4, -2)"
440700,江门市,Jiangmen,-2.792672226,"-2.79(-3.71, -1.75)","-2.79(-3.84, -1.67)","-3(-4, -2)"
410900,濮阳市,Puyang,-2.619728374,"-0.87(-1.16, -0.65)","-0.87(-1.22, -0.62)","-3(-4, -2)"
522600,黔东南苗族侗族自治州,Qiandongnan,-2.969342373,"-2.97(-3.89, -1.99)","-2.97(-4.0, -1.92)","-3(-4, -2)"
440200,韶关市,Shaoguan,-3.244084143,"-3.24(-4.15, -2.36)","-3.24(-4.26, -2.28)","-3(-4, -2)"
620800,平凉市,Pingliang,-2.670018311,"-2.67(-3.6, -1.59)","-2.67(-3.73, -1.49)","-3(-4, -1)"
350800,龙岩市,Longyan,-3.013948561,"-3.01(-3.94, -2.04)","-3.01(-4.04, -1.98)","-3(-4, -2)"
451100,贺州市,Hezhou,-2.84894528,"-2.85(-3.77, -1.82)","-2.85(-3.88, -1.75)","-3(-4, -2)"
141000,临汾市,Linfen,-3.394657278,"-3.39(-4.29, -2.56)","-3.39(-4.4, -2.48)","-3(-4, -2)"
520300,遵义市,Zunyi,-3.813100998,"-3.81(-4.65, -3.09)","-3.81(-4.8, -3.01)","-4(-5, -3)"
410800,焦作市,Jiaozuo,-3.629053027,"-1.81(-2.25, -1.48)","-1.81(-2.33, -1.44)","-4(-5, -3)"
520600,铜仁市,Tongren,-3.500469044,"-3.5(-4.38, -2.69)","-3.5(-4.5, -2.61)","-4(-4, -3)"
430800,张家界市,Zhangjiajie,-3.764605307,"-3.76(-4.6, -3.03)","-3.76(-4.76, -2.95)","-4(-5, -3)"
520500,毕节市,Bijie,-4.719763155,"-4.72(-5.59, -4.05)","-4.72(-5.74, -3.97)","-5(-6, -4)"
410300,洛阳市,Luoyang,-5.789417359,"-2.89(-3.58, -2.5)","-2.89(-3.61, -2.45)","-6(-7, -5)"
429005,潜江市,Qianjiang,-22.61115901,"-1.88(-3.15, -1.4)","-1.88(-3.13, -1.37)","-23(-38, -16)"
