city_code,city,name,reduction,prot_interval_50,prot_interval_100,reduction_interval
150900,乌兰察布市,Ulanqab,-1,"-0.56(-1.06, 0.12)","-0.56(-1.12, 0.13)","-1(-2, 0)"
622900,临夏回族自治州,Linxia,-1,"-0.56(-1.06, 0.13)","-0.56(-1.12, 0.13)","-1(-2, 0)"
511100,乐山市,Leshan,-1,"-0.58(-1.08, 0.09)","-0.58(-1.14, 0.1)","-1(-2, 0)"
512000,资阳市,Ziyang,-1,"-0.56(-1.06, 0.12)","-0.56(-1.12, 0.13)","-1(-2, 0)"
232700,大兴安岭地区,Daxinganling,-1,"-0.55(-1.05, 0.14)","-0.55(-1.11, 0.14)","-1(-2, 0)"
620700,张掖市,Zhangye,-1,"-0.56(-1.07, 0.11)","-0.56(-1.13, 0.12)","-1(-2, 0)"
230500,双鸭山市,Shuangyashan,-2,"-2.12(-3.12, -0.76)","-2.12(-3.24, -0.74)","-2(-3, -1)"
520300,遵义市,Zunyi,-2,"-2.36(-3.34, -1.12)","-2.36(-3.44, -1.09)","-2(-3, -1)"
410300,洛阳市,Luoyang,-2,"-0.78(-1.25, -0.2)","-0.78(-1.31, -0.17)","-2(-3, 0)"
440700,江门市,Jiangmen,-2,"-2.17(-3.16, -0.83)","-2.17(-3.28, -0.81)","-2(-3, -1)"
220300,四平市,Siping,-2,"-2.11(-3.11, -0.74)","-2.11(-3.24, -0.72)","-2(-3, -1)"
510400,攀枝花市,Panzhihua,-2,"-2.12(-3.13, -0.76)","-2.12(-3.25, -0.75)","-2(-3, -1)"
231000,牡丹江市,Mudanjiang,-2,"-2.12(-3.12, -0.76)","-2.12(-3.24, -0.74)","-2(-3, -1)"
520600,铜仁市,Tongren,-2,"-2.29(-3.28, -1.01)","-2.29(-3.38, -0.97)","-2(-3, -1)"
522600,黔东南苗族侗族自治州,Qiandongnan,-2,"-2.28(-3.27, -1.0)","-2.28(-3.38, -0.97)","-2(-3, -1)"
440200,韶关市,Shaoguan,-2,"-2.17(-3.17, -0.84)","-2.17(-3.29, -0.82)","-2(-3, -1)"
620800,平凉市,Pingliang,-2,"-2.17(-3.16, -0.83)","-2.17(-3.28, -0.81)","-2(-3, -1)"
450700,钦州市,Qinzhou,-2,"-2.15(-3.15, -0.81)","-2.15(-3.27, -0.79)","-2(-3, -1)"
469026,昌江黎族自治县,Changjiang,-2,"-2.1(-3.11, -0.73)","-2.1(-3.23, -0.72)","-2(-3, -1)"
150500,通辽市,Tongliao,-2,"-2.14(-3.14, -0.79)","-2.14(-3.26, -0.77)","-2(-3, -1)"
350800,龙岩市,Longyan,-2,"-2.17(-3.16, -0.83)","-2.17(-3.28, -0.81)","-2(-3, -1)"
150700,呼伦贝尔市,Hulunbuir,-2,"-2.13(-3.13, -0.77)","-2.13(-3.25, -0.76)","-2(-3, -1)"
430800,张家界市,Zhangjiajie,-2,"-2.24(-3.22, -0.92)","-2.24(-3.34, -0.91)","-2(-3, -1)"
230400,鹤岗市,Hegang,-2,"-2.11(-3.11, -0.74)","-2.11(-3.24, -0.73)","-2(-3, -1)"
522300,黔西南布依族苗族自治州,Qianxinan,-2,"-2.2(-3.19, -0.88)","-2.2(-3.31, -0.86)","-2(-3, -1)"
140300,阳泉市,Yangquan,-2,"-2.15(-3.15, -0.8)","-2.15(-3.27, -0.78)","-2(-3, -1)"
451100,贺州市,Hezhou,-2,"-2.17(-3.17, -0.84)","-2.17(-3.29, -0.82)","-2(-3, -1)"
659001,石河子市,Shihezi,-2,"-2.12(-3.12, -0.76)","-2.12(-3.24, -0.74)","-2(-3, -1)"
451000,百色市,Baise,-2,"-2.14(-3.14, -0.79)","-2.14(-3.26, -0.77)","-2(-3, -1)"
640500,中卫市,Zhongwei,-2,"-2.13(-3.13, -0.77)","-2.13(-3.25, -0.75)","-2(-3, -1)"
211000,辽阳市,Liaoyang,-2,"-2.1(-3.11, -0.74)","-2.1(-3.23, -0.72)","-2(-3, -1)"
220500,通化市,Tonghua,-2,"-2.12(-3.13, -0.77)","-2.12(-3.25, -0.75)","-2(-3, -1)"
441600,河源市,Heyuan,-2,"-2.13(-3.13, -0.77)","-2.13(-3.25, -0.76)","-2(-3, -1)"
469007,东方市,Dongfang,-2,"-2.11(-3.12, -0.75)","-2.11(-3.24, -0.73)","-2(-3, -1)"
610800,榆林市,Yulin,-2,"-2.11(-3.12, -0.75)","-2.11(-3.24, -0.73)","-2(-3, -1)"
469021,定安县,Dingan,-2,"-2.1(-3.11, -0.74)","-2.1(-3.23, -0.72)","-2(-3, -1)"
141000,临汾市,Linfen,-2,"-2.23(-3.21, -0.91)","-2.23(-3.33, -0.9)","-2(-3, -1)"
650400,吐鲁番市,Tulufan,-2,"-2.11(-3.12, -0.75)","-2.11(-3.24, -0.74)","-2(-3, -1)"
220700,松原市,Songyuan,-2,"-2.12(-3.13, -0.77)","-2.12(-3.25, -0.75)","-2(-3, -1)"
469030,琼中黎族苗族自治县,Qiongzhong,-2,"-2.1(-3.11, -0.73)","-2.1(-3.23, -0.71)","-2(-3, -1)"
620300,金昌市,Jinchang,-2,"-2.12(-3.12, -0.76)","-2.12(-3.24, -0.74)","-2(-3, -1)"
652900,阿克苏地区,Aksu,-2,"-2.13(-3.13, -0.78)","-2.13(-3.25, -0.76)","-2(-3, -1)"
210800,营口市,Yingkou,-2,"-2.1(-3.11, -0.74)","-2.1(-3.23, -0.72)","-2(-3, -1)"
540100,拉萨市,Lasa,-2,"-2.15(-3.15, -0.81)","-2.15(-3.27, -0.79)","-2(-3, -1)"
513200,阿坝藏族羌族自治州,Aba,-2,"-2.1(-3.11, -0.73)","-2.1(-3.23, -0.72)","-2(-3, -1)"
520500,毕节市,Bijie,-3,"-2.58(-3.53, -1.43)","-2.58(-3.64, -1.38)","-3(-4, -1)"
